"ID","Name","LocalizedName","ID","AttachPoint","TargetIds","AppType","Property","Val1","Val2","Enchantment","Curve"
"","","","005ae91c","","","Add","Keywords","005ae936 / IsAmmoType_FusionCell",2,"",""
"","","","0079740d","","","MullAdd","Keywords","000a191c / s_30_Auto",2,"",""
"","","","0079740d","","","Add","Keywords","00431841 / dn_HasReceiver_Vicious",2,"",""
"00797413","mod_Meltdown_Receiver_AmmoCapacity","Extended Capacitor","00797413","00024004_ap_gun_receiver","007970e7_ma_Meltdown"
"","","","005ae91c","","","Add","Keywords","005ae936 / IsAmmoType_FusionCell",2,"",""
"","","","00797413","","","MullAdd","Weight",0.4,0.0,"",""
"","","","00797413","","","MullAdd","Keywords","000a191c / s_30_Auto",2,"",""
"","","","00797413","","","Add","AmmoCapacity",30,30,"",""
"","","","00797413","","","Add","Keywords","00431845 / dn_HasReceiver_GammaWave",2,"",""
"0079740b","zzzmod_Meltdown_Receiver_FastTrigger-HipAccuracy","Speedy Capacitor","0079740b","00024004_ap_gun_receiver",""
"","","","0043c167","","","MullAdd","APCost",-0.1,0.0,"",""
"","","","0043c167","","","MullAdd","ReloadSpeed",0.2,0.0,"",""
"","","","0043c167","","","MullAdd","Speed",0.25,0.0,"",""
"","","","0043c167","","","MullAdd","Weight",0.075,0.0,"",""
"","","","0043c167","","","MullAdd","Value",0.3,0.0,"",""
"","","","0043c167","","","Add","Durability",-4,0,"",""
"","","","00524413","","","MullAdd","ConIronSights",-0.05,0.0,"",""
"","","","00524413","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524413","","","MullAdd","MinConDegree",-0.125,0.0,"",""
"","","","00524413","","","MullAdd","SightedTransition",-0.015,0.0,"",""
"","","","00524413","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524413","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524413","","","Add","Durability",-3,0,"",""
"","","","005ae91c","","","Add","Keywords","005ae936 / IsAmmoType_FusionCell",2,"",""
"","","","0079740b","","","MullAdd","Keywords","000a191c / s_30_Auto",2,"",""
"","","","0079740b","","","Add","Keywords","0043183c / dn_HasReceiver_Speedy",2,"",""
"00797415","zzzmod_Meltdown_Receiver_Burning-CritDMG","Severe Beta Wave Tuner","00797415","00024004_ap_gun_receiver",""
"","","","0027ac23","","","MullAdd","MaxConDegree",-0.05,0.0,"",""
"","","","0027ac23","","","MullAdd","MinConDegree",-0.05,0.0,"",""
"","","","0027ac23","","","MullAdd","Weight",0.075,0.0,"",""
"","","","0027ac23","","","MullAdd","Value",0.4,0.0,"",""
"","","","0027ac23","","","Add","CriticalDamageMult",0.5,0.0,"",""
"","","","0027ac23","","","Add","Durability",-3,0,"",""
"","","","003d4e69","","","MullAdd","MaxRange",0.2,0.0,"",""
"","","","003d4e69","","","MullAdd","MinRange",0.2,0.0,"",""
"","","","003d4e69","","","MullAdd","Weight",0.025,0.0,"",""
"","","","003d4e69","","","MullAdd","AmmoCapacity",0.2,0.0,"",""
"","","","003d4e69","","","MullAdd","Value",0.1,0.0,"",""
"","","","003d4e69","","","Add","Durability",-5,0,"",""
"","","","003d4e69","","","Add","Keywords","0051850d / WeaponTypeFireDamage",2,"",""
"","","","005ae91c","","","Add","Keywords","005ae936 / IsAmmoType_FusionCell",2,"",""
"","","","00797415","","","MullAdd","Keywords","000a191c / s_30_Auto",2,"",""
"","","","00797415","","","Add","Keywords","0043183a / dn_HasReceiver_Severe",2,"",""
"0079740f","mod_Meltdown_Grip_SecondaryDMG","Bruising Stock","0079740f","0002249f_ap_gun_Grip","007970e7_ma_Meltdown"
"","","","0052441d","","","MullAdd","SecondaryDamage",0.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_Grip_SecDamage.json
{'curve': [{'x': 1, 'y': 0.5}, {'x': 100, 'y': 0.5}]}"
"","","","0052441d","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0052441d","","","MullAdd","Value",0.4,0.0,"",""
"","","","0052441d","","","Add","Durability",0,0,"","ItemCondition\Durability_Mods_Weapons_VeryLow.json
{'curve': [{'x': 1, 'y': -2}, {'x': 100, 'y': -2}]}"
"","","","0043b769","","","MullAdd","BaseStability",0.04,0.0,"",""
"","","","0043b769","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0043b769","","","MullAdd","Value",0.2,0.0,"",""
"","","","0079740f","","","Set","AimAssist","005eeaf4",3,"",""
"","","","0079740f","","","Set","EquipSlot","00013f45",3,"",""
"","","","0079740f","","","MullAdd","Weight",0.55,0.0,"",""
"","","","0079740f","","","Add","Keywords","000464ef / AnimsGripRifleStraight",2,"",""
"","","","0079740f","","","Add","Keywords","0004a0a1 / WeaponTypeRifle",2,"",""
"","","","0079740f","","","Add","Keywords","000ece7d / dn_HasGrip_StockShort",2,"",""
"","","","0079740f","","","Add","Keywords","0008530a / s_35_GripRifle",2,"",""
"","","","0079740f","","","Add","Keywords","0050d614 / UI_WeaponTypeLaserRifle",2,"",""
"00797417","zzz_mod_Meltdown_SCOPE_reflex","V63 Laser Carbine Reflex Sight (Circle)","00797417","00022499_ap_gun_Scope",""
"","","","005249e6","","","Set","ZoomFOVMult",1.5,0.0,"",""
"","","","005249e6","","","MullAdd","ConIronSights",-0.15,0.0,"",""
"","","","005249e6","","","MullAdd","APCost",-0.15,0.0,"",""
"","","","005249e6","","","MullAdd","SightedTransition",-0.1,0.0,"",""
"","","","005249e6","","","MullAdd","Weight",0.05,0.0,"",""
"","","","005249e6","","","MullAdd","Value",0.25,0.0,"",""
"","","","005249e6","","","Add","Keywords","0009430e / dn_HasScope_ReflexSight",2,"",""
"","","","00797417","","","Set","ZoomDataCameraOffsetZ",2.2,0.0,"",""
"00797409","zzzmod_Meltdown_Receiver_CritDMG","Calibrated Capacitor","00797409","00024004_ap_gun_receiver",""
"","","","0027ac22","","","MullAdd","MaxConDegree",-0.1,0.0,"",""
"","","","0027ac22","","","MullAdd","MinConDegree",-0.1,0.0,"",""
"","","","0027ac22","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0027ac22","","","MullAdd","Value",0.4,0.0,"",""
"","","","0027ac22","","","Add","CriticalDamageMult",1.0,0.0,"",""
"","","","0027ac22","","","Add","Durability",-2,0,"",""
"","","","005ae91c","","","Add","Keywords","005ae936 / IsAmmoType_FusionCell",2,"",""
"","","","00797409","","","MullAdd","Keywords","000a191c / s_30_Auto",2,"",""
"","","","00797409","","","Add","Keywords","00431843 / dn_HasReceiver_Calibrated",2,"",""
"0079740a","zzzmod_Meltdown_Receiver_FastTrigger-CritDMG","Snappy Capacitor","0079740a","00024004_ap_gun_receiver",""
"","","","0043c167","","","MullAdd","APCost",-0.1,0.0,"",""
"","","","0043c167","","","MullAdd","ReloadSpeed",0.2,0.0,"",""
"","","","0043c167","","","MullAdd","Speed",0.25,0.0,"",""
"","","","0043c167","","","MullAdd","Weight",0.075,0.0,"",""
"","","","0043c167","","","MullAdd","Value",0.3,0.0,"",""
"","","","0043c167","","","Add","Durability",-4,0,"",""
"","","","0027ac23","","","MullAdd","MaxConDegree",-0.05,0.0,"",""
"","","","0027ac23","","","MullAdd","MinConDegree",-0.05,0.0,"",""
"","","","0027ac23","","","MullAdd","Weight",0.075,0.0,"",""
"","","","0027ac23","","","MullAdd","Value",0.4,0.0,"",""
"","","","0027ac23","","","Add","CriticalDamageMult",0.5,0.0,"",""
"","","","0027ac23","","","Add","Durability",-3,0,"",""
"","","","005ae91c","","","Add","Keywords","005ae936 / IsAmmoType_FusionCell",2,"",""
"","","","0079740a","","","MullAdd","Keywords","000a191c / s_30_Auto",2,"",""
"","","","0079740a","","","Add","Keywords","0043183b / dn_HasReceiver_Snappy",2,"",""
"0079740c","zzzmod_Meltdown_Receiver_HipAccuracy","True Capacitor","0079740c","00024004_ap_gun_receiver",""
"","","","00524414","","","MullAdd","ConIronSights",-0.1,0.0,"",""
"","","","00524414","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","MinConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","SightedTransition",-0.03,0.0,"",""
"","","","00524414","","","MullAdd","Weight",0.3,0.0,"",""
"","","","00524414","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524414","","","Add","Durability",-2,0,"",""
"","","","005ae91c","","","Add","Keywords","005ae936 / IsAmmoType_FusionCell",2,"",""
"","","","0079740c","","","MullAdd","Keywords","000a191c / s_30_Auto",2,"",""
"","","","0079740c","","","Add","Keywords","0043183e / dn_HasReceiver_True",2,"",""
"00797410","mod_Meltdown_Grip_Recoil-SecondaryDMG","Forceful Stock","00797410","0002249f_ap_gun_Grip","007970e7_ma_Meltdown"
"","","","00524415","","","MullAdd","RecoilMaxDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMinDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","APCost",-0.05,0.0,"",""
"","","","00524415","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524415","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524415","","","Add","Durability",-2,0,"",""
"","","","0052441c","","","MullAdd","SecondaryDamage",0.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_Grip_SecDamage_Dual.json
{'curve': [{'x': 1, 'y': 0.25}, {'x': 100, 'y': 0.25}]}"
"","","","0052441c","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0052441c","","","MullAdd","Value",0.3,0.0,"",""
"","","","0052441c","","","Add","Durability",0,0,"","Weapons\Weap_10mmDMG.json
{'curve': [{'x': 1, 'y': 15}, {'x': 5, 'y': 15}, {'x': 10, 'y': 15}, {'x': 15, 'y': 18}, {'x': 20, 'y': 18}, {'x': 25, 'y': 21}, {'x': 30, 'y': 21}, {'x': 35, 'y': 24}, {'x': 40, 'y': 24}, {'x': 45, 'y': 28}, {'x': 50, 'y': 28}]}"
"","","","0043b769","","","MullAdd","BaseStability",0.04,0.0,"",""
"","","","0043b769","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0043b769","","","MullAdd","Value",0.2,0.0,"",""
"","","","00797410","","","Set","AimAssist","005eeaf4",3,"",""
"","","","00797410","","","Set","EquipSlot","00013f45",3,"",""
"","","","00797410","","","MullAdd","Weight",0.45,0.0,"",""
"","","","00797410","","","Add","Keywords","000464ef / AnimsGripRifleStraight",2,"",""
"","","","00797410","","","Add","Keywords","0004a0a1 / WeaponTypeRifle",2,"",""
"","","","00797410","","","Add","Keywords","000ece7d / dn_HasGrip_StockShort",2,"",""
"","","","00797410","","","Add","Keywords","0008530a / s_35_GripRifle",2,"",""
"","","","00797410","","","Add","Keywords","0050d614 / UI_WeaponTypeLaserRifle",2,"",""
"007970e8","mod_Meltdown_Receiver_Base","Standard Capacitor","007970e8","00024004_ap_gun_receiver","007970e7_ma_Meltdown"
"","","","005ae91c","","","Add","Keywords","005ae936 / IsAmmoType_FusionCell",2,"",""
"","","","007970e8","","","MullAdd","Keywords","000a191c / s_30_Auto",2,"",""
"","","","007970e8","","","Add","Keywords","00163038 / dn_HasReceiver_Standard",2,"",""
"007952e9","SCORE_S18_mod_Weapon_ModelSwap_SuperSledge_GraffitiStopSign","Graffiti Stop Sign","007952e9","001a001e_ap_melee_Appearance","000690b0_ma_SuperSledge"
"","","","007952e9","","","Add","Keywords","007952e4 / SCORE_S18_dn_HasMaterial_GraffitiStopSign",2,"",""
"","","","007952e9","","","Add","ModelSwap","007952e7",3,"",""
"007952eb","SCORE_S18_mod_Weapon_ModelSwap_WarGlaive_GraffitiStopSign","Graffiti Stop Sign","007952eb","001a001e_ap_melee_Appearance","005d79c9_ma_WarGlaive"
"","","","007952eb","","","Add","Keywords","007952e4 / SCORE_S18_dn_HasMaterial_GraffitiStopSign",2,"",""
"","","","007952eb","","","Add","ModelSwap","007952e8",3,"",""
"007952ea","SCORE_S18_mod_Weapon_ModelSwap_BaseballBat_GraffitiStopSign","Graffiti Stop Sign","007952ea","001a001e_ap_melee_Appearance","00184a2d_ma_BaseballBat"
"","","","007952ea","","","Add","Keywords","007952e4 / SCORE_S18_dn_HasMaterial_GraffitiStopSign",2,"",""
"","","","007952ea","","","Add","ModelSwap","007952e6",3,"",""
"0078c7cb","DE2024_ScoutsUncharted_Sword_Weapon_ModelSwap_RoastingStick","Roasting Stick","0078c7cb","001a001e_ap_melee_Appearance","00618468_ma_1hMelee"
"","","","0078c7cb","","","Set","ImpactDataSet","00013cac",3,"",""
"","","","0078c7cb","","","Set","AttackSound","0003c730",3,"",""
"","","","0078c7cb","","","Set","EquipSound","002498d1",3,"",""
"","","","0078c7cb","","","Set","ModelSwap","0078c7c9",3,"",""
"","","","0078c7cb","","","Add","Keywords","0078c7c8 / DE2024_dn_Weapon_Melee_RoastingStick",2,"",""
"0078dbc1","ATX_mod_RailwayRifle_Weapon_Paint_USFlag","US Flag Paint","0078dbc1","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00188a7c_ma_RailwayRifle"
"","","","0078dbc1","","","Set","MaterialSwaps","0063719e",3,"",""
"","","","0078dbc1","","","Add","Keywords","0064003a / ATX_dn_Weapon_Ranged_RailwayRifle_Locomotive",2,"",""
"0078db17","ATX_mod_Cremator_Weapon_Paint_Halloween","Halloween Paint","0078db17","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00729bd7_ma_Cremator"
"","","","0078db17","","","Add","Keywords","00759945 / SCORE_S16_dn_HasMaterial_Weapons_Peepers",2,"",""
"","","","0078db17","","","Add","MaterialSwaps","0078db16",3,"",""
"0078c343","SCORE_S18_mod_Weapon_ModelSwap_BaseballBat_StopSign","Stop Sign","0078c343","001a001e_ap_melee_Appearance","00184a2d_ma_BaseballBat"
"","","","0078c343","","","Add","Keywords","007a16fd / SCORE_S18_dn_HasMaterial_StopSign",2,"",""
"","","","0078c343","","","Add","ModelSwap","0078c340",3,"",""
"0078c344","SCORE_S18_mod_Weapon_ModelSwap_SuperSledge_StopSign","Stop Sign","0078c344","001a001e_ap_melee_Appearance","000690b0_ma_SuperSledge"
"","","","0078c344","","","Add","Keywords","007a16fd / SCORE_S18_dn_HasMaterial_StopSign",2,"",""
"","","","0078c344","","","Add","ModelSwap","0078c341",3,"",""
"0078c345","SCORE_S18_mod_Weapon_ModelSwap_WarGlaive_StopSign","Stop Sign","0078c345","001a001e_ap_melee_Appearance","005d79c9_ma_WarGlaive"
"","","","0078c345","","","Add","Keywords","007a16fd / SCORE_S18_dn_HasMaterial_StopSign",2,"",""
"","","","0078c345","","","Add","ModelSwap","0078c342",3,"",""
"007860c3","MTNL01_mod_SingleActionRevlover_Weapon_Paint_Fancy","Fancy Paint","007860c3","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 0034cc78_ma_FancySingleActionRevolver"
"","","","007860c3","","","Set","MaterialSwaps","0036c4ae",3,"",""
"","","","007860c3","","","Add","Keywords","0034cc85 / dn_Weapon_Fancy",2,"",""
"00781844","ATX_mod_GatlingPlasma_Weapon_Paint_LightEmUp","Light 'Em Up Paint","00781844","00114364_ap_gun_Appearance","001f120a_ma_GatlingPlasma / 0037d0b2_ma_Gun_Appearance"
"","","","00781844","","","Set","ModelSwap","00781843",3,"",""
"","","","00781844","","","Add","Keywords","00781842 / ATX_dn_HasMaterial_GatlingPlasma_LightEmUp",2,"",""
"00787f82","ATX_mod_GatlingLaser_Weapon_Paint_Reaper","Reaper Paint","00787f82","00114364_ap_gun_Appearance","001466f0_ma_GatlingLaser / 0037d0b2_ma_Gun_Appearance"
"","","","00787f82","","","Set","MaterialSwaps","00787f7e",3,"",""
"","","","00787f82","","","Add","Keywords","00787f7b / ATX_dn_HasMaterial_GatlingLaser_Reaper",2,"",""
"00787f06","ATX_mod_RailwayRifle_Weapon_Paint_Cowpunch","Cowpunch Paint","00787f06","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00188a7c_ma_RailwayRifle"
"","","","00787f06","","","Set","MaterialSwaps","00787f04",3,"",""
"","","","00787f06","","","Add","Keywords","00787eef / ATX_dn_Weapon_Ranged_RailwayRifle_Cowpunch",2,"",""
"007852e0","SCORE_S18_mod_LaserGun_Weapon_Paint_BlueRidge","Blue Ridge Paint","007852e0","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 000d1052_ma_LaserGun"
"","","","007852e0","","","Add","Keywords","007852d9 / SCORE_S18_dn_HasMaterial_BlueRidge",2,"",""
"","","","007852e0","","","Add","MaterialSwaps","007852dc",3,"",""
"007852e1","zzzSCORE_S18_mod_RailwayRifle_Weapon_Paint_BlueRidge","","007852e1","00114364_ap_gun_Appearance",""
"007852df","SCORE_S18_mod_GatlingGun_Weapon_Paint_BlueRidge","Blue Ridge Paint","007852df","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00180c3f_ma_GatlingGun"
"","","","007852df","","","Add","Keywords","007852d9 / SCORE_S18_dn_HasMaterial_BlueRidge",2,"",""
"","","","007852df","","","Add","MaterialSwaps","007852db",3,"",""
"","","","007852df","","","Add","ModelSwap","00797e6d",3,"",""
"007852de","SCORE_S18_mod_44_Weapon_Paint_BlueRidge","Blue Ridge Paint","007852de","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 0018871f_ma_44"
"","","","007852de","","","Add","Keywords","007852d9 / SCORE_S18_dn_HasMaterial_BlueRidge",2,"",""
"","","","007852de","","","Add","MaterialSwaps","007852da",3,"",""
"00784c0a","SCORE_S18_mod_MiniGun_Weapon_Paint_Rusted","Rusted Paint","00784c0a","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00123688_ma_Minigun"
"","","","00784c0a","","","Add","Keywords","006e922a / NPE_dn_HasMaterial_Rusted",2,"",""
"","","","00784c0a","","","Add","MaterialSwaps","00784c0e",3,"",""
"00784c0b","SCORE_S18_mod_TeslaRifle_Weapon_Paint_Rusted","Rusted Paint","00784c0b","00114364_ap_gun_Appearance","0010ece3_DLC01ma_LightningGun / 0037d0b2_ma_Gun_Appearance"
"","","","00784c0b","","","Add","Keywords","006e922a / NPE_dn_HasMaterial_Rusted",2,"",""
"","","","00784c0b","","","Add","MaterialSwaps","00784c0f",3,"",""
"00784c08","SCORE_S18_mod_HandMadeGun_Weapon_Paint_Rusted","Rusted Paint","00784c08","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00113855_DLC04_ma_HandmadeAssaultRifle"
"","","","00784c08","","","Set","MaterialSwaps","00784c0c",3,"",""
"","","","00784c08","","","Add","Keywords","006e922a / NPE_dn_HasMaterial_Rusted",2,"",""
"00784c09","SCORE_S18_mod_HuntingRifle_Weapon_Paint_Rusted","Rusted Paint","00784c09","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 00050f1e_ma_HuntingRifle"
"","","","00784c09","","","Set","MaterialSwaps","00784c0d",3,"",""
"","","","00784c09","","","Add","Keywords","006e922a / NPE_dn_HasMaterial_Rusted",2,"",""
"00774587","ATX_mod_LightningGun_Weapon_Paint_Tricentennial","Tricentennial Paint","00774587","00114364_ap_gun_Appearance","0010ece3_DLC01ma_LightningGun / 0037d0b2_ma_Gun_Appearance"
"","","","00774587","","","Add","Keywords","00774584 / ATX_dn_HasMaterial_LightningGun_Tricentennial",2,"",""
"","","","00774587","","","Add","MaterialSwaps","00774586",3,"",""
"0076ffbd","mod_Chainsaw_Weapon_Paint_LaserChainsaw","Laser Chainsaw Paint","0076ffbd","00114364_ap_gun_Appearance","0004df04_ma_Chainsaw / 0037d0b2_ma_Gun_Appearance"
"","","","0076ffbd","","","Add","Keywords","0076ffbb / dn_HasMaterial_Chainsaw_LaserChainsaw",2,"",""
"","","","0076ffbd","","","Add","MaterialSwaps","0076ffbc",3,"",""
"0076daad","ATX_mod_AlienRifle_FlatwoodsMonster","Flatwoods Monster Paint","0076daad","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 0062fe87_ma_AlienRifle"
"","","","0076daad","","","Set","MaterialSwaps","0076daac",3,"",""
"","","","0076daad","","","Add","Keywords","0076daab / ATX_dn_HasMaterial_FlatwoodsMonster",2,"",""
"00767e74","SCORE_S16_mod_CombatRifle_Weapon_Paint_Peepers","Peepers Paint","00767e74","00114364_ap_gun_Appearance","0037d0b2_ma_Gun_Appearance / 001790f7_ma_CombatRifle"
"","","","00767e74","","","Set","MaterialSwaps","00767e73",3,"",""
"","","","00767e74","","","Add","Keywords","00759945 / SCORE_S16_dn_HasMaterial_Weapons_Peepers",2,"",""
"0075fc1b","Meat_mod_custom_NukaShank","Nuka Shank Knife","0075fc1b","001a001e_ap_melee_Appearance","005117b1_ma_Melee_Appearance / 00187a0b_ma_Knife / 00786c2b_ma_CombatKnife"
"","","","0075fc1b","","","Set","ImpactDataSet","00013cac",3,"",""
"","","","0075fc1b","","","Set","AttackSound","003a49a4",3,"",""
"","","","0075fc1b","","","Set","ModelSwap","0075fc19",3,"",""
"","","","0075fc1b","","","Add","Keywords","0075fc17 / CustomItemName_NukaShank",2,"",""
"0075fc1c","Invaders_mod_AlienBlaster_Weapon_Paint_Refined","Zenith Paint","0075fc1c","00114364_ap_gun_Appearance","001888e0_ma_AlienBlaster / 0037d0b2_ma_Gun_Appearance"
"","","","0075fc1c","","","Set","EquipSound","002498c2",3,"",""
"","","","0075fc1c","","","Set","FastEquipSound","002498c3",3,"",""
"","","","0075fc1c","","","Set","UnEquipSound","00033fdf",3,"",""
"","","","0075fc1c","","","Set","ModelSwap","0075fc1a",3,"",""
"","","","0075fc1c","","","Add","Keywords","0075fc18 / Invaders_dn_HasMaterial_AlienBlaster_Refined",2,"",""
"0075eac6","mod_Legendary_Weapon1_Medic","Medic's","0075eac6","001e32c8_ap_Legendary1","00787e6e_ma_legendarycrafting_weapon"
